"Frame ID";z-pass;min-max-reduction;"Cascade render";Render
46;0.958592;0.27232;2.70806;0.897376
47;0.876704;0.28512;3.03414;0.9688
48;0.74736;0.302176;2.8169;1.16378
49;1.46227;0.310784;2.81136;0.910592
50;0.785344;0.32128;3.04314;1.01462
51;0.626432;0.297888;3.20397;0.911808
52;1.06704;0.307552;2.95642;0.950464
53;0.631808;0.32032;3.53581;0.867488
54;0.900064;0.308128;3.71536;0.921408
55;0.690304;0.32656;3.91194;0.90144
56;0.735872;0.348736;4.03712;1.04765
57;0.94048;0.351072;4.21248;1.25021
58;1.53107;0.359776;4.10406;1.26944
59;1.24237;0.361344;4.56058;1.27018
60;1.1192;0.36144;4.34963;1.33526
61;1.3463;0.372704;4.52723;1.27331
62;1.65795;0.396256;5.24877;1.43514
63;1.42038;0.418912;4.79171;1.54515
64;1.97802;0.43088;4.86362;1.51062
65;1.96605;0.425152;5.40422;1.70528
66;1.38653;0.421408;4.96966;1.66022
67;0.896192;0.411104;4.78403;1.44502
68;1.16618;0.405408;4.89382;1.52378
69;0.781216;0.373152;5.15939;1.61885
70;1.12643;0.365696;4.5503;1.4601
71;1.12218;0.380672;4.41789;1.4504
72;1.50237;0.389536;4.51232;2.33891
73;1.1152;0.394816;4.75152;1.44762
74;1.15389;0.389248;4.8463;1.68682
75;1.14576;0.385376;5.01459;1.48259
76;1.13661;0.376928;5.02086;1.56998
77;1.30102;0.373728;4.86499;1.51197
78;2.4975;0.366944;5.04048;1.89178
79;1.69002;0.358912;4.49475;1.44656
80;1.07424;0.352576;4.28042;1.59274
81;1.09923;0.350176;4.12624;1.52365
82;1.43626;0.349632;4.28029;1.45453
83;0.9016;0.347648;3.88528;1.4848
84;1.17875;0.330784;3.57632;1.47392
85;1.25002;0.330496;3.37722;1.49754
86;1.08733;0.3344;3.22333;1.53206
87;1.03555;0.340384;3.24778;1.52496
88;1.34269;0.333984;2.68323;1.60646
89;1.06038;0.300768;2.5432;1.6537
90;0.959904;0.33376;2.46893;1.55949
91;0.813536;0.314496;2.27101;1.88352
92;1.58141;0.296992;2.16931;1.9111
93;0.754016;0.322528;2.39069;1.45696
94;0.620448;0.31312;2.56864;1.79117
95;1.34995;0.295232;2.8161;1.81149
96;1.17885;0.29072;2.62474;1.48154
97;1.1528;0.313952;2.66483;1.54659
98;0.582976;0.282496;2.43459;1.31059
99;0.635584;0.306784;2.49942;1.33373
100;0.752576;0.305952;2.47661;1.31555
101;1.06573;0.337824;2.23728;1.32742
102;0.986528;0.3512;2.52643;1.32442
103;0.71376;0.370656;2.43744;1.54557
104;0.961568;0.420544;2.57366;1.60675
105;0.931328;0.416672;2.42045;1.3039
106;0.642624;0.409408;2.33392;1.14883
107;0.485344;0.390688;2.61965;1.15171
108;0.547936;0.375264;2.82227;1.1384
109;1.46006;0.368928;2.15648;0.97904
110;0.516256;0.347744;2.18083;0.902592
111;0.533888;0.344448;2.34368;0.990624
112;0.525216;0.344832;2.28307;0.839296
113;0.402048;0.335392;2.21574;0.781568
114;0.489568;0.334432;2.19882;0.744736
115;0.564192;0.326496;2.23517;0.832576
116;0.48944;0.324672;2.39107;0.889248
117;0.392736;0.323424;2.26029;0.827936
118;0.497344;0.328224;2.18467;0.96256
119;0.384416;0.338688;2.13434;0.849856
120;0.396768;0.337376;2.24854;1.06362
121;0.381312;0.351904;2.51318;0.948
122;0.487456;0.35312;2.3816;1.01677
123;0.484224;0.361728;2.63757;1.05904
124;0.506976;0.366624;3.63005;1.1559
125;0.421824;0.38032;3.0087;1.20298
126;0.408224;0.362784;2.72915;1.22602
127;0.402336;0.359328;3.01517;1.16451
128;0.397504;0.36224;2.60422;1.16112
129;0.520768;0.361088;2.41914;1.15181
130;0.46048;0.358752;2.44723;1.07254
131;0.399744;0.350464;2.43046;1.09488
132;0.387296;0.340096;2.35283;1.00928
133;0.566752;0.327232;2.46128;1.03078
134;0.520032;0.343424;2.17491;0.989536
135;0.549632;0.326368;2.10464;1.01971
136;0.50688;0.3352;2.11302;0.914016
137;0.500352;0.331136;2.59629;0.860128
138;0.368448;0.327872;2.15936;0.97424
139;0.390112;0.334112;2.11261;0.80736
140;0.376704;0.336096;2.11779;0.816768
141;0.450496;0.341792;2.57584;0.814016
142;0.629344;0.344736;2.17654;0.820352
143;1.13587;0.347264;2.72291;0.971488
144;0.399168;0.34704;2.52221;0.88224
145;0.479424;0.346176;2.5071;0.805632
146;0.470304;0.356928;2.58214;0.803328
147;0.335232;0.351072;2.66038;0.782208
148;0.499616;0.362624;2.58806;0.788096
149;0.393952;0.363232;2.68435;0.773632
150;0.449472;0.36512;2.6656;0.860768
151;0.482848;0.360096;2.83238;0.821504
152;0.483776;0.353184;2.68774;0.91712
153;0.422656;0.354784;2.61021;0.781856
154;0.456608;0.361984;2.53744;0.743968
155;0.50976;0.359136;2.9327;0.772192
156;0.443744;0.353728;2.58214;0.808832
157;0.33488;0.342048;2.6471;0.743648
158;0.545632;0.347168;2.57178;0.79728
159;0.39888;0.347648;2.48272;0.725056
160;0.529504;0.35072;2.58115;0.811904
161;0.497312;0.346912;2.44749;0.761792
162;0.760448;0.353824;2.07091;0.700672
163;0.47904;0.350144;2.75411;0.775296
164;0.448192;0.342208;2.57437;0.728992
165;0.454336;0.335296;2.55418;0.707328
166;0.37472;0.3416;2.48394;0.739456
167;0.338624;0.338496;2.08435;0.747296
168;0.647872;0.346464;2.08688;0.922944
169;0.43056;0.347168;2.32662;1.06474
170;1.2992;0.347648;2.32502;0.652192
171;0.361216;0.34688;2.30864;0.714816
172;0.387168;0.345632;2.2823;0.753664
173;0.438496;0.340864;2.29555;0.71104
174;0.442496;0.329056;2.20614;0.676704
175;0.415424;0.33936;2.29117;0.70896
176;0.458816;0.337408;2.51853;0.801376
177;0.47408;0.335712;2.50602;0.76624
178;0.65152;0.328;2.5017;2.08214
179;0.409216;0.328192;2.44045;0.692704
180;0.448352;0.326848;2.36957;0.730944
181;0.344224;0.323872;2.57373;0.691552
182;1.99546;0.31472;2.27773;0.66288
183;0.596064;0.310848;3.69814;0.850592
184;0.44832;0.308096;2.97827;0.655008
185;0.459488;0.308096;2.29046;0.566368
186;1.26966;0.309824;2.21142;0.565792
187;0.456672;0.299264;2.65059;0.546464
188;1.90291;0.302656;2.81235;0.717248
189;0.442624;0.301248;2.69798;0.71632
190;0.523456;0.299872;2.61514;0.572448
191;1.71523;0.296576;2.20854;0.5344
192;0.493504;0.29248;2.80944;0.576704
193;0.32896;0.299008;2.43939;0.4648
194;0.407136;0.28832;2.18205;0.412192
195;0.415936;0.29472;2.25533;0.425728
196;1.18205;0.293984;3.0367;0.598368
197;0.445376;0.296736;3.38224;0.538016
198;0.374016;0.290784;2.57587;0.634592
199;0.630592;0.255744;2.35366;0.4696
